date,ticker,shares_outstanding
2025-09-23,ICICIBANK.NS,7143176028.0
2025-09-25,ICICIBANK.NS,7143176028.0
2025-09-26,ICICIBANK.NS,7143705861.0
2025-09-26,ICICIBANK.NS,7179000940.0
2025-09-30,ICICIBANK.NS,7204645418.0
2025-10-01,ICICIBANK.NS,7205179888.0
2025-10-02,ICICIBANK.NS,7143705861.0
2025-10-04,ICICIBANK.NS,7143705861.0
2025-10-04,ICICIBANK.NS,7179288340.0
2025-10-07,ICICIBANK.NS,7153137187.0
2025-10-07,ICICIBANK.NS,7144225336.0
2025-10-09,ICICIBANK.NS,7144225336.0
2025-10-10,ICICIBANK.NS,7144266436.0
2025-10-11,ICICIBANK.NS,7144266436.0
2025-10-14,ICICIBANK.NS,7148927767.0
2025-10-14,ICICIBANK.NS,7144266436.0
2025-10-15,ICICIBANK.NS,7144785595.0
2025-10-16,ICICIBANK.NS,7144785595.0
2025-10-17,ICICIBANK.NS,7144910818.0
2025-10-18,ICICIBANK.NS,7144910818.0
2025-10-21,ICICIBANK.NS,7382851817.0
2025-10-22,ICICIBANK.NS,7427191665.0
2025-10-24,ICICIBANK.NS,7526859926.0
2025-10-24,ICICIBANK.NS,7144929726.0
2025-10-28,ICICIBANK.NS,7144929726.0
2025-10-30,ICICIBANK.NS,7145666427.0
2025-10-31,ICICIBANK.NS,7187625713.0
2025-10-31,ICICIBANK.NS,7145666427.0
2025-11-01,ICICIBANK.NS,7145833867.0
2025-11-01,ICICIBANK.NS,7236494418.0
2025-11-04,ICICIBANK.NS,7144929726.0
2025-11-05,ICICIBANK.NS,7190732516.0
2025-11-06,ICICIBANK.NS,7190732516.0
2025-11-07,ICICIBANK.NS,7280589444.0
2025-11-08,ICICIBANK.NS,7158071706.0
2025-11-11,ICICIBANK.NS,7146107104.0
2025-11-14,ICICIBANK.NS,7146107104.0
2025-11-15,ICICIBANK.NS,7214531745.0
2025-11-15,ICICIBANK.NS,7213248241.0
2025-11-17,ICICIBANK.NS,7147378662.0
2025-11-21,ICICIBANK.NS,7147951151.0
2025-11-22,ICICIBANK.NS,7147975894.0
2025-11-27,ICICIBANK.NS,7148599188.0
2025-12-03,ICICIBANK.NS,7149313644.0
2025-12-09,ICICIBANK.NS,7149336870.0
2025-12-10,ICICIBANK.NS,7149840049.0
2025-12-12,ICICIBANK.NS,7150095682.0
2025-12-17,ICICIBANK.NS,7150172005.0
2025-12-19,ICICIBANK.NS,7150191758.0
2025-12-24,ICICIBANK.NS,7150672709.0
2026-01-04,ICICIBANK.NS,7150831635.0
2026-01-07,ICICIBANK.NS,7150973992.0
2026-01-09,ICICIBANK.NS,7150995482.0
2026-01-14,ICICIBANK.NS,7152180992.0
2026-01-23,ICICIBANK.NS,7152193958.0
2026-01-31,ICICIBANK.NS,7152959192.0
2026-02-04,ICICIBANK.NS,7153307572.0
2026-02-07,ICICIBANK.NS,7153328725.0
2026-02-07,ICICIBANK.NS,7153328726.0
2026-02-12,ICICIBANK.NS,7154804362.0
2026-02-18,ICICIBANK.NS,7155740619.0
2026-02-28,ICICIBANK.NS,7156987647.0
2026-03-10,ICICIBANK.NS,7157373013.0
2026-03-20,ICICIBANK.NS,7158594202.0
2026-03-24,ICICIBANK.NS,7158623003.0
2026-03-26,ICICIBANK.NS,7159836685.0
2026-03-26,ICICIBANK.NS,7159836686.0
2026-04-07,ICICIBANK.NS,7160589903.0
2026-04-08,ICICIBANK.NS,7161160214.0
2026-04-11,ICICIBANK.NS,7161198445.0
2026-04-18,ICICIBANK.NS,7164199879.0
2026-04-22,ICICIBANK.NS,7165112070.0
2026-04-25,ICICIBANK.NS,7165130313.0
2026-05-01,ICICIBANK.NS,7166469556.0
2026-05-06,ICICIBANK.NS,7167552652.0
2026-05-12,ICICIBANK.NS,7167618713.0
2026-05-13,ICICIBANK.NS,7168506599.0
2026-05-16,ICICIBANK.NS,7168670892.0
2026-05-20,ICICIBANK.NS,7168772063.0
2026-05-22,ICICIBANK.NS,7169073250.0
2026-05-26,ICICIBANK.NS,7169326692.0
2026-06-03,ICICIBANK.NS,7169637862.0
2026-06-06,ICICIBANK.NS,7170848168.0
2026-06-10,ICICIBANK.NS,7171015571.0
2026-06-13,ICICIBANK.NS,7171409609.0
2026-06-17,ICICIBANK.NS,7171745314.0
2026-06-20,ICICIBANK.NS,7172124079.0
2026-06-23,ICICIBANK.NS,7172529739.0
2026-06-25,ICICIBANK.NS,7172640623.0
2026-07-08,ICICIBANK.NS,7172878473.0
2026-07-11,ICICIBANK.NS,7172878473.0
2026-07-11,ICICIBANK.NS,7173031233.0
2026-07-15,ICICIBANK.NS,7173182414.0
2026-07-17,ICICIBANK.NS,7173276961.0
2019-01-05,HINDUNILVR.NS,2162330112.0
2019-01-07,HINDUNILVR.NS,2162889984.0
2019-01-09,HINDUNILVR.NS,2162889984.0
2019-01-10,HINDUNILVR.NS,2162469888.0
2019-01-12,HINDUNILVR.NS,2162469888.0
2019-01-14,HINDUNILVR.NS,2163360000.0
2019-01-16,HINDUNILVR.NS,2163360000.0
2019-01-17,HINDUNILVR.NS,2163360000.0
2019-01-20,HINDUNILVR.NS,2163360000.0
2019-01-22,HINDUNILVR.NS,2164150016.0
2019-01-25,HINDUNILVR.NS,2164150016.0
2019-01-28,HINDUNILVR.NS,2159970048.0
2019-01-30,HINDUNILVR.NS,2159970048.0
2019-02-04,HINDUNILVR.NS,2160979968.0
2019-02-07,HINDUNILVR.NS,2160979968.0
2019-02-10,HINDUNILVR.NS,2164770048.0
2019-02-11,HINDUNILVR.NS,2164770048.0
2019-02-13,HINDUNILVR.NS,2165070080.0
2019-02-14,HINDUNILVR.NS,2165070080.0
2019-02-15,HINDUNILVR.NS,2161189888.0
2019-02-18,HINDUNILVR.NS,2164950016.0
2019-02-20,HINDUNILVR.NS,2165649920.0
2019-03-01,HINDUNILVR.NS,2163709952.0
2019-03-09,HINDUNILVR.NS,2165410048.0
2019-03-11,HINDUNILVR.NS,2163889920.0
2019-03-14,HINDUNILVR.NS,2162880000.0
2019-03-15,HINDUNILVR.NS,2162880000.0
2019-03-18,HINDUNILVR.NS,2164989952.0
2019-03-27,HINDUNILVR.NS,2165319936.0
2019-03-30,HINDUNILVR.NS,2165220096.0
2019-04-02,HINDUNILVR.NS,2165969920.0
2019-04-05,HINDUNILVR.NS,2166589952.0
2019-04-06,HINDUNILVR.NS,2166589952.0
2019-04-09,HINDUNILVR.NS,2165489920.0
2019-04-14,HINDUNILVR.NS,2163699968.0
2019-04-15,HINDUNILVR.NS,2163699968.0
2019-04-17,HINDUNILVR.NS,2164519936.0
2019-04-19,HINDUNILVR.NS,2164519936.0
2019-04-21,HINDUNILVR.NS,2161659904.0
2019-04-29,HINDUNILVR.NS,2160240128.0
2019-05-02,HINDUNILVR.NS,2170360064.0
2019-05-03,HINDUNILVR.NS,2170360064.0
2019-05-05,HINDUNILVR.NS,2163749888.0
2019-05-07,HINDUNILVR.NS,2163749888.0
2019-05-09,HINDUNILVR.NS,2159770112.0
2019-05-12,HINDUNILVR.NS,2164260096.0
2019-05-13,HINDUNILVR.NS,2164260096.0
2019-05-19,HINDUNILVR.NS,2163399936.0
2019-05-20,HINDUNILVR.NS,2163399936.0
2019-05-22,HINDUNILVR.NS,2162579968.0
2019-05-23,HINDUNILVR.NS,2162579968.0
2019-05-28,HINDUNILVR.NS,2160549888.0
2019-06-01,HINDUNILVR.NS,2160549888.0
2019-06-03,HINDUNILVR.NS,2160750080.0
2019-06-04,HINDUNILVR.NS,2160750080.0
2019-06-05,HINDUNILVR.NS,2165400064.0
2019-06-07,HINDUNILVR.NS,2165400064.0
2019-06-10,HINDUNILVR.NS,2165809920.0
2019-06-11,HINDUNILVR.NS,2165809920.0
2019-06-13,HINDUNILVR.NS,2160999936.0
2019-06-17,HINDUNILVR.NS,2167180032.0
2019-06-19,HINDUNILVR.NS,2162230016.0
2019-06-21,HINDUNILVR.NS,2165339904.0
2019-06-22,HINDUNILVR.NS,2165339904.0
2019-06-23,HINDUNILVR.NS,2167310080.0
2019-06-25,HINDUNILVR.NS,2167310080.0
2019-06-26,HINDUNILVR.NS,2173740032.0
2019-06-28,HINDUNILVR.NS,2181949952.0
2019-06-29,HINDUNILVR.NS,2165469952.0
2019-07-01,HINDUNILVR.NS,2164440064.0
2019-07-03,HINDUNILVR.NS,2175020032.0
2019-07-04,HINDUNILVR.NS,2164080128.0
2019-07-05,HINDUNILVR.NS,2169530112.0
2019-07-06,HINDUNILVR.NS,2165040128.0
2019-07-07,HINDUNILVR.NS,2173900032.0
2019-07-11,HINDUNILVR.NS,2164489984.0
2019-07-12,HINDUNILVR.NS,2163859968.0
2019-07-13,HINDUNILVR.NS,2163300096.0
2019-07-15,HINDUNILVR.NS,2164930048.0
2019-07-16,HINDUNILVR.NS,2164229888.0
2019-07-17,HINDUNILVR.NS,2165420032.0
2019-07-18,HINDUNILVR.NS,2164920064.0
2019-07-19,HINDUNILVR.NS,2165550080.0
2019-07-22,HINDUNILVR.NS,2170340096.0
2019-07-23,HINDUNILVR.NS,2162289920.0
2019-07-25,HINDUNILVR.NS,2164610048.0
2019-07-25,HINDUNILVR.NS,2163990016.0
2019-07-26,HINDUNILVR.NS,2163990016.0
2019-07-29,HINDUNILVR.NS,2164800000.0
2019-07-30,HINDUNILVR.NS,2164489984.0
2019-07-31,HINDUNILVR.NS,2164229888.0
2019-08-01,HINDUNILVR.NS,2163919872.0
2019-08-03,HINDUNILVR.NS,2164239872.0
2019-08-05,HINDUNILVR.NS,2156580096.0
2019-08-06,HINDUNILVR.NS,2164930048.0
2019-08-07,HINDUNILVR.NS,2160260096.0
2019-08-08,HINDUNILVR.NS,2169400064.0
2019-08-09,HINDUNILVR.NS,2238159872.0
2019-08-10,HINDUNILVR.NS,2164920064.0
2019-08-13,HINDUNILVR.NS,2163040000.0
2019-08-14,HINDUNILVR.NS,2164920064.0
2019-08-15,HINDUNILVR.NS,2162860032.0
2019-08-20,HINDUNILVR.NS,2155389952.0
2019-08-21,HINDUNILVR.NS,2162040064.0
2019-08-22,HINDUNILVR.NS,2172430080.0
2019-08-23,HINDUNILVR.NS,2164679936.0
2019-08-24,HINDUNILVR.NS,2164969984.0
2019-08-27,HINDUNILVR.NS,2164039936.0
2019-08-28,HINDUNILVR.NS,2164979968.0
2019-08-30,HINDUNILVR.NS,2158660096.0
2019-09-03,HINDUNILVR.NS,2102509952.0
2019-09-07,HINDUNILVR.NS,2162429952.0
2019-09-10,HINDUNILVR.NS,2175040000.0
2019-09-11,HINDUNILVR.NS,2157360128.0
2019-09-12,HINDUNILVR.NS,2164039936.0
2019-09-13,HINDUNILVR.NS,2166309888.0
2019-09-17,HINDUNILVR.NS,2163909888.0
2019-09-18,HINDUNILVR.NS,2164519936.0
2019-09-19,HINDUNILVR.NS,2164809984.0
2019-09-20,HINDUNILVR.NS,2144339968.0
2019-09-21,HINDUNILVR.NS,2163800064.0
2019-09-24,HINDUNILVR.NS,2160199936.0
2019-09-25,HINDUNILVR.NS,2163970048.0
2019-09-26,HINDUNILVR.NS,2160699904.0
2019-09-27,HINDUNILVR.NS,2146130048.0
2019-09-28,HINDUNILVR.NS,2164169984.0
2019-10-01,HINDUNILVR.NS,2163520000.0
2019-10-02,HINDUNILVR.NS,2163450112.0
2019-10-05,HINDUNILVR.NS,2194599936.0
2019-10-08,HINDUNILVR.NS,2168880128.0
2019-10-09,HINDUNILVR.NS,2164590080.0
2019-10-10,HINDUNILVR.NS,2164150016.0
2019-10-11,HINDUNILVR.NS,2163440128.0
2019-10-15,HINDUNILVR.NS,2164920064.0
2019-10-16,HINDUNILVR.NS,2217580032.0
2019-10-17,HINDUNILVR.NS,2165649920.0
2019-10-22,HINDUNILVR.NS,2164140032.0
2019-10-23,HINDUNILVR.NS,2186129920.0
2019-10-24,HINDUNILVR.NS,2171219968.0
2019-10-25,HINDUNILVR.NS,2166789888.0
2019-10-26,HINDUNILVR.NS,2166690048.0
2019-10-28,HINDUNILVR.NS,2162540032.0
2019-10-30,HINDUNILVR.NS,2165110016.0
2019-10-31,HINDUNILVR.NS,2164610048.0
2019-11-01,HINDUNILVR.NS,2166210048.0
2019-11-04,HINDUNILVR.NS,2162230016.0
2019-11-07,HINDUNILVR.NS,2186429952.0
2019-11-07,HINDUNILVR.NS,2183470080.0
2019-11-08,HINDUNILVR.NS,2178860032.0
2019-11-09,HINDUNILVR.NS,2144400000.0
2019-11-10,HINDUNILVR.NS,2164359936.0
2019-11-13,HINDUNILVR.NS,2161900032.0
2019-11-14,HINDUNILVR.NS,2174640128.0
2019-11-16,HINDUNILVR.NS,2165440000.0
2019-11-19,HINDUNILVR.NS,2164339968.0
2019-11-20,HINDUNILVR.NS,2163960064.0
2019-11-22,HINDUNILVR.NS,2164489984.0
2019-11-23,HINDUNILVR.NS,2165870080.0
2019-11-26,HINDUNILVR.NS,2160379904.0
2019-11-27,HINDUNILVR.NS,2163340032.0
2019-11-28,HINDUNILVR.NS,2167810048.0
2019-11-30,HINDUNILVR.NS,2163150080.0
2019-12-03,HINDUNILVR.NS,2165659904.0
2019-12-04,HINDUNILVR.NS,2165870080.0
2019-12-05,HINDUNILVR.NS,2165240064.0
2019-12-06,HINDUNILVR.NS,2163539968.0
2019-12-09,HINDUNILVR.NS,2164219904.0
2019-12-10,HINDUNILVR.NS,2183520000.0
2019-12-11,HINDUNILVR.NS,2166640128.0
2019-12-12,HINDUNILVR.NS,2147980032.0
2019-12-13,HINDUNILVR.NS,2160499968.0
2019-12-14,HINDUNILVR.NS,2163840000.0
2019-12-16,HINDUNILVR.NS,2163840000.0
2019-12-17,HINDUNILVR.NS,2163879936.0
2019-12-18,HINDUNILVR.NS,2153520128.0
2019-12-19,HINDUNILVR.NS,2168229888.0
2019-12-20,HINDUNILVR.NS,2165600000.0
2019-12-21,HINDUNILVR.NS,2163539968.0
2019-12-24,HINDUNILVR.NS,2169270016.0
2019-12-25,HINDUNILVR.NS,2164869888.0
2019-12-25,HINDUNILVR.NS,2164420096.0
2019-12-28,HINDUNILVR.NS,2164979968.0
2019-12-31,HINDUNILVR.NS,2164869888.0
2020-01-01,HINDUNILVR.NS,2164310016.0
2020-01-02,HINDUNILVR.NS,2165090048.0
2020-01-03,HINDUNILVR.NS,2165040128.0
2020-01-04,HINDUNILVR.NS,2164920064.0
2020-01-08,HINDUNILVR.NS,2176829952.0
2020-01-09,HINDUNILVR.NS,2164930048.0
2020-01-10,HINDUNILVR.NS,2170119936.0
2020-01-12,HINDUNILVR.NS,2154490112.0
2020-01-13,HINDUNILVR.NS,2192189952.0
2020-01-14,HINDUNILVR.NS,2164539904.0
2020-01-15,HINDUNILVR.NS,2164869888.0
2020-01-16,HINDUNILVR.NS,2165029888.0
2020-01-17,HINDUNILVR.NS,2163529984.0
2020-01-18,HINDUNILVR.NS,2163330048.0
2020-01-21,HINDUNILVR.NS,2163660032.0
2020-01-22,HINDUNILVR.NS,2164600064.0
2020-01-23,HINDUNILVR.NS,2166439936.0
2020-01-24,HINDUNILVR.NS,2164280064.0
2020-01-26,HINDUNILVR.NS,2164389888.0
2020-01-28,HINDUNILVR.NS,2164130048.0
2020-01-29,HINDUNILVR.NS,2164809984.0
2020-01-30,HINDUNILVR.NS,2164920064.0
2020-01-31,HINDUNILVR.NS,2164189952.0
2020-02-01,HINDUNILVR.NS,2165179904.0
2020-02-03,HINDUNILVR.NS,2164709888.0
2020-02-05,HINDUNILVR.NS,2164369920.0
2020-02-06,HINDUNILVR.NS,2164209920.0
2020-02-07,HINDUNILVR.NS,2161659904.0
2020-02-08,HINDUNILVR.NS,2165560064.0
2020-02-11,HINDUNILVR.NS,2165560064.0
2020-02-12,HINDUNILVR.NS,2158299904.0
2020-02-13,HINDUNILVR.NS,2164960000.0
2020-02-14,HINDUNILVR.NS,2182909952.0
2020-02-15,HINDUNILVR.NS,2160880128.0
2020-02-17,HINDUNILVR.NS,2164620032.0
2020-02-19,HINDUNILVR.NS,2145880064.0
2020-02-21,HINDUNILVR.NS,2166089984.0
2020-02-22,HINDUNILVR.NS,2164430080.0
2020-02-26,HINDUNILVR.NS,2147749888.0
2020-02-27,HINDUNILVR.NS,2163650048.0
2020-02-28,HINDUNILVR.NS,2163650048.0
2020-02-29,HINDUNILVR.NS,2162800128.0
2020-03-03,HINDUNILVR.NS,2164960000.0
2020-03-04,HINDUNILVR.NS,2162469888.0
2020-03-05,HINDUNILVR.NS,2162469888.0
2020-03-06,HINDUNILVR.NS,2115869952.0
2020-03-07,HINDUNILVR.NS,2162919936.0
2020-03-10,HINDUNILVR.NS,2162919936.0
2020-03-11,HINDUNILVR.NS,2231249920.0
2020-03-12,HINDUNILVR.NS,2163670016.0
2020-03-13,HINDUNILVR.NS,2168399872.0
2020-03-17,HINDUNILVR.NS,2164819968.0
2020-03-18,HINDUNILVR.NS,2170170112.0
2020-03-19,HINDUNILVR.NS,2168819968.0
2020-03-20,HINDUNILVR.NS,2162880000.0
2020-03-23,HINDUNILVR.NS,2165669888.0
2020-03-24,HINDUNILVR.NS,2168120064.0
2020-03-25,HINDUNILVR.NS,2165809920.0
2020-03-26,HINDUNILVR.NS,2152869888.0
2020-03-28,HINDUNILVR.NS,2186840064.0
2020-03-30,HINDUNILVR.NS,2164590080.0
2020-03-31,HINDUNILVR.NS,2167569920.0
2020-04-01,HINDUNILVR.NS,2164509952.0
2020-04-02,HINDUNILVR.NS,2164450048.0
2020-04-06,HINDUNILVR.NS,2164290048.0
2020-04-08,HINDUNILVR.NS,2164580096.0
2020-04-09,HINDUNILVR.NS,2162949888.0
2020-04-10,HINDUNILVR.NS,2165440000.0
2020-04-15,HINDUNILVR.NS,2165629952.0
2020-04-16,HINDUNILVR.NS,2166759936.0
2020-04-17,HINDUNILVR.NS,2165289984.0
2020-04-20,HINDUNILVR.NS,2164339968.0
2020-04-21,HINDUNILVR.NS,2164339968.0
2020-04-22,HINDUNILVR.NS,2163859968.0
2020-04-23,HINDUNILVR.NS,2165339904.0
2020-04-24,HINDUNILVR.NS,2347800064.0
2020-04-27,HINDUNILVR.NS,2349260032.0
2020-04-28,HINDUNILVR.NS,2349619968.0
2020-04-29,HINDUNILVR.NS,2349929984.0
2020-04-30,HINDUNILVR.NS,2349839872.0
2020-05-01,HINDUNILVR.NS,2350220032.0
2020-05-05,HINDUNILVR.NS,2349070080.0
2020-05-06,HINDUNILVR.NS,2349870080.0
2020-05-07,HINDUNILVR.NS,2349060096.0
2020-05-08,HINDUNILVR.NS,2350000128.0
2020-05-09,HINDUNILVR.NS,2348229888.0
2020-05-12,HINDUNILVR.NS,2351589888.0
2020-05-13,HINDUNILVR.NS,2349120000.0
2020-05-14,HINDUNILVR.NS,2349120000.0
2020-05-15,HINDUNILVR.NS,2349819904.0
2020-05-18,HINDUNILVR.NS,2349580032.0
2020-05-19,HINDUNILVR.NS,2350170112.0
2020-05-20,HINDUNILVR.NS,2348219904.0
2020-05-21,HINDUNILVR.NS,2351000064.0
2020-05-22,HINDUNILVR.NS,2349469952.0
2020-05-25,HINDUNILVR.NS,2350060032.0
2020-05-27,HINDUNILVR.NS,2349129984.0
2020-05-28,HINDUNILVR.NS,2348839936.0
2020-05-29,HINDUNILVR.NS,2348730112.0
2020-06-01,HINDUNILVR.NS,2349040128.0
2020-06-02,HINDUNILVR.NS,2347490048.0
2020-06-03,HINDUNILVR.NS,2349440000.0
2020-06-04,HINDUNILVR.NS,2348999936.0
2020-06-05,HINDUNILVR.NS,2349220096.0
2020-06-08,HINDUNILVR.NS,2349100032.0
2020-06-09,HINDUNILVR.NS,2348549888.0
2020-06-10,HINDUNILVR.NS,2349329920.0
2020-06-11,HINDUNILVR.NS,2349270016.0
2020-06-12,HINDUNILVR.NS,2350830080.0
2020-06-15,HINDUNILVR.NS,2348379904.0
2020-06-16,HINDUNILVR.NS,2347859968.0
2020-06-17,HINDUNILVR.NS,2348979968.0
2020-06-18,HINDUNILVR.NS,2349550080.0
2020-06-19,HINDUNILVR.NS,2349440000.0
2020-06-22,HINDUNILVR.NS,2348989952.0
2020-06-23,HINDUNILVR.NS,2349380096.0
2020-06-24,HINDUNILVR.NS,2349390080.0
2020-06-25,HINDUNILVR.NS,2349880064.0
2020-06-26,HINDUNILVR.NS,2350520064.0
2020-06-29,HINDUNILVR.NS,2349819904.0
2020-06-30,HINDUNILVR.NS,2349120000.0
2020-07-01,HINDUNILVR.NS,2350360064.0
2020-07-02,HINDUNILVR.NS,2349870080.0
2020-07-03,HINDUNILVR.NS,2350040064.0
2020-07-07,HINDUNILVR.NS,2349929984.0
2020-07-08,HINDUNILVR.NS,2349499904.0
2020-07-09,HINDUNILVR.NS,2348740096.0
2020-07-10,HINDUNILVR.NS,2349120000.0
2020-07-13,HINDUNILVR.NS,2349499904.0
2020-07-14,HINDUNILVR.NS,2348979968.0
2020-07-15,HINDUNILVR.NS,2349179904.0
2020-07-16,HINDUNILVR.NS,2350070016.0
2020-07-17,HINDUNILVR.NS,2350269952.0
2020-07-20,HINDUNILVR.NS,2348339968.0
2020-07-21,HINDUNILVR.NS,2348950016.0
2020-07-22,HINDUNILVR.NS,2350660096.0
2020-07-23,HINDUNILVR.NS,2349240064.0
2020-07-24,HINDUNILVR.NS,2351249920.0
2020-07-27,HINDUNILVR.NS,2350030080.0
2020-07-28,HINDUNILVR.NS,2349289984.0
2020-07-29,HINDUNILVR.NS,2349449984.0
2020-07-30,HINDUNILVR.NS,2351500032.0
2020-07-31,HINDUNILVR.NS,2349659904.0
2020-08-03,HINDUNILVR.NS,2352740096.0
2020-08-04,HINDUNILVR.NS,2349600000.0
2020-08-05,HINDUNILVR.NS,2349600000.0
2020-08-06,HINDUNILVR.NS,2349440000.0
2020-08-07,HINDUNILVR.NS,2348280064.0
2020-08-10,HINDUNILVR.NS,2349760000.0
2020-08-11,HINDUNILVR.NS,2349870080.0
2020-08-12,HINDUNILVR.NS,2349390080.0
2020-08-13,HINDUNILVR.NS,2349600000.0
2020-08-17,HINDUNILVR.NS,2349659904.0
2020-08-18,HINDUNILVR.NS,2350249984.0
2020-08-19,HINDUNILVR.NS,2348969984.0
2020-08-20,HINDUNILVR.NS,2349819904.0
2020-08-21,HINDUNILVR.NS,2350889984.0
2020-08-24,HINDUNILVR.NS,2350720000.0
2020-08-25,HINDUNILVR.NS,2349550080.0
2020-08-26,HINDUNILVR.NS,2350680064.0
2020-08-27,HINDUNILVR.NS,2349769984.0
2020-08-28,HINDUNILVR.NS,2351879936.0
2020-08-31,HINDUNILVR.NS,2349769984.0
2020-09-01,HINDUNILVR.NS,2348669952.0
2020-09-02,HINDUNILVR.NS,2351300096.0
2020-09-03,HINDUNILVR.NS,2349499904.0
2020-09-05,HINDUNILVR.NS,2349499904.0
2020-09-06,HINDUNILVR.NS,2349339904.0
2020-09-07,HINDUNILVR.NS,2349499904.0
2020-09-08,HINDUNILVR.NS,2349009920.0
2020-09-09,HINDUNILVR.NS,2346919936.0
2020-09-10,HINDUNILVR.NS,2349169920.0
2020-09-11,HINDUNILVR.NS,2350269952.0
2020-09-14,HINDUNILVR.NS,2349560064.0
2020-09-15,HINDUNILVR.NS,2348559872.0
2020-09-16,HINDUNILVR.NS,2349890048.0
2020-09-17,HINDUNILVR.NS,2348679936.0
2020-09-18,HINDUNILVR.NS,2349110016.0
2020-09-21,HINDUNILVR.NS,2349110016.0
2020-09-22,HINDUNILVR.NS,2350820096.0
2020-09-23,HINDUNILVR.NS,2349850112.0
2020-09-24,HINDUNILVR.NS,2349850112.0
2020-09-25,HINDUNILVR.NS,2348869888.0
2020-09-28,HINDUNILVR.NS,2348090112.0
2020-09-29,HINDUNILVR.NS,2350469888.0
2020-09-30,HINDUNILVR.NS,2350710016.0
2020-10-01,HINDUNILVR.NS,2349669888.0
2020-10-02,HINDUNILVR.NS,2349609984.0
2020-10-06,HINDUNILVR.NS,2349560064.0
2020-10-07,HINDUNILVR.NS,2348280064.0
2020-10-08,HINDUNILVR.NS,2350109952.0
2020-10-09,HINDUNILVR.NS,2349720064.0
2020-10-10,HINDUNILVR.NS,2349720064.0
2020-10-13,HINDUNILVR.NS,2349169920.0
2020-10-14,HINDUNILVR.NS,2348509952.0
2020-10-15,HINDUNILVR.NS,2349609984.0
2020-10-16,HINDUNILVR.NS,2346939904.0
2020-10-17,HINDUNILVR.NS,2349769984.0
2020-10-20,HINDUNILVR.NS,2350640128.0
2020-10-21,HINDUNILVR.NS,2348480000.0
2020-10-22,HINDUNILVR.NS,2349829888.0
2020-10-23,HINDUNILVR.NS,2349560064.0
2020-10-24,HINDUNILVR.NS,2349779968.0
2020-10-27,HINDUNILVR.NS,2350909952.0
2020-10-28,HINDUNILVR.NS,2348910080.0
2020-10-29,HINDUNILVR.NS,2349659904.0
2020-10-30,HINDUNILVR.NS,2348950016.0
2020-10-31,HINDUNILVR.NS,2350690048.0
2020-11-03,HINDUNILVR.NS,2351600128.0
2020-11-04,HINDUNILVR.NS,2353499904.0
2020-11-05,HINDUNILVR.NS,2353550080.0
2020-11-06,HINDUNILVR.NS,2350390016.0
2020-11-07,HINDUNILVR.NS,2350390016.0
2020-11-10,HINDUNILVR.NS,2349939968.0
2020-11-11,HINDUNILVR.NS,2351589888.0
2020-11-12,HINDUNILVR.NS,2349499904.0
2020-11-13,HINDUNILVR.NS,2350089984.0
2020-11-14,HINDUNILVR.NS,2349339904.0
2020-11-18,HINDUNILVR.NS,2348209920.0
2020-11-19,HINDUNILVR.NS,2348620032.0
2020-11-20,HINDUNILVR.NS,2348620032.0
2020-11-21,HINDUNILVR.NS,2348839936.0
2020-11-24,HINDUNILVR.NS,2350050048.0
2020-11-25,HINDUNILVR.NS,2349390080.0
2020-11-26,HINDUNILVR.NS,2349390080.0
2020-11-26,HINDUNILVR.NS,2347689984.0
2020-11-27,HINDUNILVR.NS,2348300032.0
2020-11-28,HINDUNILVR.NS,2348460032.0
2020-12-02,HINDUNILVR.NS,2348679936.0
2020-12-03,HINDUNILVR.NS,2349449984.0
2020-12-04,HINDUNILVR.NS,2349449984.0
2020-12-05,HINDUNILVR.NS,2353809920.0
2020-12-08,HINDUNILVR.NS,2349139968.0
2020-12-09,HINDUNILVR.NS,2349609984.0
2020-12-10,HINDUNILVR.NS,2348940032.0
2020-12-11,HINDUNILVR.NS,2350510080.0
2020-12-12,HINDUNILVR.NS,2350510080.0
2020-12-15,HINDUNILVR.NS,2349410048.0
2020-12-16,HINDUNILVR.NS,2349809920.0
2020-12-17,HINDUNILVR.NS,2350109952.0
2020-12-18,HINDUNILVR.NS,2349710080.0
2020-12-19,HINDUNILVR.NS,2347790080.0
2020-12-22,HINDUNILVR.NS,2348539904.0
2020-12-23,HINDUNILVR.NS,2348080128.0
2020-12-24,HINDUNILVR.NS,2350449920.0
2020-12-25,HINDUNILVR.NS,2347310080.0
2020-12-29,HINDUNILVR.NS,2349560064.0
2020-12-30,HINDUNILVR.NS,2348369920.0
2020-12-31,HINDUNILVR.NS,2348869888.0
2021-01-01,HINDUNILVR.NS,2347739904.0
2021-01-02,HINDUNILVR.NS,2349410048.0
2021-01-05,HINDUNILVR.NS,2349560064.0
2021-01-06,HINDUNILVR.NS,2349029888.0
2021-01-07,HINDUNILVR.NS,2349309952.0
2021-01-08,HINDUNILVR.NS,2350200064.0
2021-01-09,HINDUNILVR.NS,2348720128.0
2021-01-12,HINDUNILVR.NS,2348930048.0
2021-01-13,HINDUNILVR.NS,2349659904.0
2021-01-14,HINDUNILVR.NS,2350050048.0
2021-01-15,HINDUNILVR.NS,2349560064.0
2021-01-16,HINDUNILVR.NS,2350309888.0
2021-01-19,HINDUNILVR.NS,2350510080.0
2021-01-20,HINDUNILVR.NS,2350500096.0
2021-01-21,HINDUNILVR.NS,2349009920.0
